name,category,city,address,phone,website,rating,reviews,maps_url,scraped_at,email
New Eben's Catering,catering service,Tiruchirappalli,"No:5, Pinks Plaza, 1st Cross, Vayaloor 2nd main Rd, S.Extn, Ramlinga Nagar, Tiruchirappalli, Tamil Nadu 620017",089258 95571,https://newebenscatering.com/,4.6,,"https://www.google.com/maps/place/New+Eben's+Catering/@10.874398,78.6921068,13z/data=!3m1!5s0x3baaf5778d8c34f3:0x31aa715b1dd0355f!4m10!1m2!2m1!1scatering+service+in+Tiruchirappalli,+Tamil+Nadu!3m6!1s0x3baaf5f9fc0a16dd:0x66d10f7fc2c44603!8m2!3d10.8147093!4d78.6689391!15sCi9jYXRlcmluZyBzZXJ2aWNlIGluIFRpcnVjaGlyYXBwYWxsaSwgVGFtaWwgTmFkdVowIi5jYXRlcmluZyBzZXJ2aWNlIGluIHRpcnVjaGlyYXBwYWxsaSB0YW1pbCBuYWR1kgEQY2F0ZXJpbmdfc2VydmljZeABAA!16s%2Fg%2F11xfpdvx8r?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:07,
Baskara catering,catering service,Salem,"AMMAPED ಕೃಷ್ಣ ಪುದೂರ್, Salem, Tamil Nadu 636003",097109 55533,,4.7,,"https://www.google.com/maps/place/Baskara+catering/@11.6632625,78.1170123,13z/data=!4m10!1m2!2m1!1scatering+service+in+Salem,+Tamil+Nadu!3m6!1s0x3babf1b530154ebb:0xc822facacb99f799!8m2!3d11.6632625!4d78.1891101!15sCiVjYXRlcmluZyBzZXJ2aWNlIGluIFNhbGVtLCBUYW1pbCBOYWR1WiYiJGNhdGVyaW5nIHNlcnZpY2UgaW4gc2FsZW0gdGFtaWwgbmFkdZIBIGNhdGVyaW5nX2Zvb2RfYW5kX2RyaW5rX3N1cHBsaWVzmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5QTTNFek1qVjNSUkFC4AEA-gEECAAQOQ!16s%2Fg%2F11r8h_08h7?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:07,
Mubarak - Catering Service in Salem,catering service,Salem,"Narayana Nagar, Kitchipalayam, Salem, Tamil Nadu 636015",093621 13700,,5.0,,"https://www.google.com/maps/place/Mubarak+-+Catering+Service+in+Salem/@11.6632625,78.1170123,13z/data=!4m10!1m2!2m1!1scatering+service+in+Salem,+Tamil+Nadu!3m6!1s0x3babf1d060dea78f:0x3a1408a1f0a03a0d!8m2!3d11.6521422!4d78.1665749!15sCiVjYXRlcmluZyBzZXJ2aWNlIGluIFNhbGVtLCBUYW1pbCBOYWR1WiYiJGNhdGVyaW5nIHNlcnZpY2UgaW4gc2FsZW0gdGFtaWwgbmFkdZIBEGNhdGVyaW5nX3NlcnZpY2XgAQA!16s%2Fg%2F11f_1x02v2?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:07,
SALEM SRI GANAPATHI CATERING SERVICE,catering service,Salem,"Thaandavan nagar, Ponnammapet, Salem, Tamil Nadu 636003",097901 00172,,4.7,,"https://www.google.com/maps/place/SALEM+SRI+GANAPATHI+CATERING+SERVICE/@11.6632625,78.1170123,13z/data=!4m10!1m2!2m1!1scatering+service+in+Salem,+Tamil+Nadu!3m6!1s0x3babf1c0bdf89fe5:0xc1bd376131e454b5!8m2!3d11.6658039!4d78.1819033!15sCiVjYXRlcmluZyBzZXJ2aWNlIGluIFNhbGVtLCBUYW1pbCBOYWR1WiYiJGNhdGVyaW5nIHNlcnZpY2UgaW4gc2FsZW0gdGFtaWwgbmFkdZIBEGNhdGVyaW5nX3NlcnZpY2WaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUlNialUzT0d4blJSQULgAQD6AQQIABBJ!16s%2Fg%2F11dymnkk_0?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:07,
Sree Gnanambika Catering - Brahmin Catering Services in Salem | Pure Veg Wedding Catering in Salem | Marriage Catering Salem,catering service,Salem,"Senthur Nagar, Plot No 34, Arunachalam St, Sathya Nagar, Ammapet, Salem, Tamil Nadu 636003",096989 33129,http://www.sreegnanambikacatering.com/services.php,4.4,,"https://www.google.com/maps/place/Sree+Gnanambika+Catering+-+Brahmin+Catering+Services+in+Salem+%7C+Pure+Veg+Wedding+Catering+in+Salem+%7C+Marriage+Catering+Salem/@11.6632625,78.1170123,13z/data=!4m10!1m2!2m1!1scatering+service+in+Salem,+Tamil+Nadu!3m6!1s0x3babf1ee4bd8643f:0x9877a1181319698b!8m2!3d11.658728!4d78.188985!15sCiVjYXRlcmluZyBzZXJ2aWNlIGluIFNhbGVtLCBUYW1pbCBOYWR1WiYiJGNhdGVyaW5nIHNlcnZpY2UgaW4gc2FsZW0gdGFtaWwgbmFkdZIBEGNhdGVyaW5nX3NlcnZpY2XgAQA!16s%2Fg%2F11gbkrn147?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:07,
Vinayaga catering services,catering service,Salem,"M5HW+3W6, Alagu Nagar, Weavers Colony, Salem, Tamil Nadu 636014",095789 09715,,4.9,,"https://www.google.com/maps/place/Vinayaga+catering+services/@11.6632625,78.1170123,13z/data=!4m10!1m2!2m1!1scatering+service+in+Salem,+Tamil+Nadu!3m6!1s0x3babf10039b302f7:0xf5c4d7fdeb0e4a89!8m2!3d11.6780806!4d78.1978525!15sCiVjYXRlcmluZyBzZXJ2aWNlIGluIFNhbGVtLCBUYW1pbCBOYWR1WiYiJGNhdGVyaW5nIHNlcnZpY2UgaW4gc2FsZW0gdGFtaWwgbmFkdZIBEWluZGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11w42qgchz?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:07,
manis catering,catering service,Salem,"Old Pillaiyar Kovil St, Ammapet, Salem, Tamil Nadu 636003",094432 13676,http://maniscatering.com/,4.7,,"https://www.google.com/maps/place/manis+catering/@11.6632625,78.1170123,13z/data=!4m10!1m2!2m1!1scatering+service+in+Salem,+Tamil+Nadu!3m6!1s0x3babf163ff6322d1:0x35e6ea307a09872e!8m2!3d11.6564029!4d78.1848999!15sCiVjYXRlcmluZyBzZXJ2aWNlIGluIFNhbGVtLCBUYW1pbCBOYWR1WiYiJGNhdGVyaW5nIHNlcnZpY2UgaW4gc2FsZW0gdGFtaWwgbmFkdZIBEGNhdGVyaW5nX3NlcnZpY2WaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTk9kMDlEVmxsUkVBReABAPoBBAgAEBA!16s%2Fg%2F11j0bvq2m7?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:07,
RRR RITHIKA CATERING SERVICE,catering service,Salem,"Namagiri Avanue, 131/5, near Madura Garden, Rajarajan Nagar, Alagapuram Periyaputhur, Salem, Tamil Nadu 636016",097902 76991,https://rrrrithikacateringservice.com/,4.5,,"https://www.google.com/maps/place/RRR+RITHIKA+CATERING+SERVICE/@11.674113,78.0662728,13z/data=!4m10!1m2!2m1!1scatering+service+in+Salem,+Tamil+Nadu!3m6!1s0x3babf12a99edbbbb:0x5eda5e98309ea9bf!8m2!3d11.694625!4d78.1512686!15sCiVjYXRlcmluZyBzZXJ2aWNlIGluIFNhbGVtLCBUYW1pbCBOYWR1WiYiJGNhdGVyaW5nIHNlcnZpY2UgaW4gc2FsZW0gdGFtaWwgbmFkdZIBIGNhdGVyaW5nX2Zvb2RfYW5kX2RyaW5rX3N1cHBsaWVzmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJTY21aWWNFZG5FQUXgAQD6AQQIABAU!16s%2Fg%2F11rsfs922f?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:07,
Geetha Catering Service | Best Veg & Non-Veg Catering in Salem,catering service,Salem,"Prithivika Magilagam, 176, 2nd St, Aadhisakthipuram, Athisakthipuram, Angammal Colony, Salem, Tamil Nadu 636009",,https://geethacatering.vulturetechz.com/,5.0,,"https://www.google.com/maps/place/Geetha+Catering+Service+%7C+Best+Veg+%26+Non-Veg+Catering+in+Salem/@11.6650431,78.0695909,13z/data=!4m10!1m2!2m1!1scatering+service+in+Salem,+Tamil+Nadu!3m6!1s0x3babf15242b84c0f:0x32de3fd9df72e670!8m2!3d11.6650431!4d78.1416887!15sCiVjYXRlcmluZyBzZXJ2aWNlIGluIFNhbGVtLCBUYW1pbCBOYWR1WiYiJGNhdGVyaW5nIHNlcnZpY2UgaW4gc2FsZW0gdGFtaWwgbmFkdZIBF3Jlc3RhdXJhbnRfc3VwcGx5X3N0b3Jl4AEA!16s%2Fg%2F11ybcjnqg7?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:07,
Adhira caterers salem,catering service,Salem,"Junction Main Rd, Thiruvakavundanur, Salem, Tamil Nadu 636005",097892 45074,,4.6,,"https://www.google.com/maps/place/Adhira+caterers+salem/@11.6650431,78.0695909,13z/data=!4m10!1m2!2m1!1scatering+service+in+Salem,+Tamil+Nadu!3m6!1s0x3babf1e030040bc3:0x39f83817faa0ac54!8m2!3d11.6676918!4d78.1226214!15sCiVjYXRlcmluZyBzZXJ2aWNlIGluIFNhbGVtLCBUYW1pbCBOYWR1WiYiJGNhdGVyaW5nIHNlcnZpY2UgaW4gc2FsZW0gdGFtaWwgbmFkdZIBEGNhdGVyaW5nX3NlcnZpY2WaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjFzUlZKcmVHbGFSa2w0WW01b2RWbHViM1JSYmxaMFZXMXdlVlF3UlJBQuABAPoBBAgAEEA!16s%2Fg%2F11nwc64bb4?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:07,
Queen catering,catering service,Salem,"55, Advaidh ashram salai, New Bus Stand Rd, opposite salem, Tamil Nadu 636004",082480 51315,,4.8,,"https://www.google.com/maps/place/Queen+catering/@11.6650431,78.0695909,13z/data=!4m10!1m2!2m1!1scatering+service+in+Salem,+Tamil+Nadu!3m6!1s0x3babf1f8d8d87055:0x118c9194f7b6979a!8m2!3d11.6706594!4d78.1409734!15sCiVjYXRlcmluZyBzZXJ2aWNlIGluIFNhbGVtLCBUYW1pbCBOYWR1WiYiJGNhdGVyaW5nIHNlcnZpY2UgaW4gc2FsZW0gdGFtaWwgbmFkdZIBEGNhdGVyaW5nX3NlcnZpY2WaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUjRPRnB5YUdaUkVBReABAPoBBAgAECs!16s%2Fg%2F11n7fpmn2l?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:07,
Brothers catering services salem,catering service,Salem,"56/f2, Kitchipalayam, Salem, Tamil Nadu 636015",063798 74969,https://sites.google.com/view/brotherscatering/home,5.0,,"https://www.google.com/maps/place/Brothers+catering+services+salem/@11.6650431,78.0695909,13z/data=!4m10!1m2!2m1!1scatering+service+in+Salem,+Tamil+Nadu!3m6!1s0x3babf1e8b71e68f3:0xa381d2ecd5602794!8m2!3d11.6479036!4d78.1691577!15sCiVjYXRlcmluZyBzZXJ2aWNlIGluIFNhbGVtLCBUYW1pbCBOYWR1WiYiJGNhdGVyaW5nIHNlcnZpY2UgaW4gc2FsZW0gdGFtaWwgbmFkdZIBIGNhdGVyaW5nX2Zvb2RfYW5kX2RyaW5rX3N1cHBsaWVzmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5UVU5CWjJWeVdrdFJFQUXgAQD6AQQIABAi!16s%2Fg%2F11lzqr4th1?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:07,
Lakshmi Catering,catering service,Salem,"J5W3+PCP, Narasingapuram St, Gugai, Salem, Tamil Nadu 636006",096986 54499,,3.8,,"https://www.google.com/maps/place/Lakshmi+Catering/@11.6650431,78.0695909,13z/data=!4m10!1m2!2m1!1scatering+service+in+Salem,+Tamil+Nadu!3m6!1s0x3babf02b755b5cc1:0x65f98ddc77ab1fd4!8m2!3d11.6468403!4d78.1535793!15sCiVjYXRlcmluZyBzZXJ2aWNlIGluIFNhbGVtLCBUYW1pbCBOYWR1WiYiJGNhdGVyaW5nIHNlcnZpY2UgaW4gc2FsZW0gdGFtaWwgbmFkdZIBIGNhdGVyaW5nX2Zvb2RfYW5kX2RyaW5rX3N1cHBsaWVz4AEA!16s%2Fg%2F11f3cthh1c?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:08,
Akshaya Caterers,catering service,Salem,"No: 14, Bungalow St, opp. to Sourashtra Nagaraja Ganapathi Temple, Salem, Tamil Nadu 636001",098432 42285,,4.0,,"https://www.google.com/maps/place/Akshaya+Caterers/@11.6650431,78.0695909,13z/data=!4m10!1m2!2m1!1scatering+service+in+Salem,+Tamil+Nadu!3m6!1s0x3babf037e465ab7d:0xb243e26243ee45fa!8m2!3d11.659591!4d78.1686226!15sCiVjYXRlcmluZyBzZXJ2aWNlIGluIFNhbGVtLCBUYW1pbCBOYWR1WiYiJGNhdGVyaW5nIHNlcnZpY2UgaW4gc2FsZW0gdGFtaWwgbmFkdZIBEGNhdGVyaW5nX3NlcnZpY2WaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmtOMUEyWVhsblJSQULgAQD6AQQIABAe!16s%2Fg%2F1hhl46n27?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:08,
Varma Sharma Caters And Event Management,catering service,Salem,"4th Cross St, Chinnaswamy Nagar, Seelanaickenpatti, Salem, Tamil Nadu 636201",076018 76078,http://www.varmasharmaevents.com/,4.7,,"https://www.google.com/maps/place/Varma+Sharma+Caters+And+Event+Management/@11.6650431,78.0695909,13z/data=!4m10!1m2!2m1!1scatering+service+in+Salem,+Tamil+Nadu!3m6!1s0x3babefc8da7c0895:0x685340c3ab8a5df6!8m2!3d11.6236981!4d78.1452094!15sCiVjYXRlcmluZyBzZXJ2aWNlIGluIFNhbGVtLCBUYW1pbCBOYWR1WiYiJGNhdGVyaW5nIHNlcnZpY2UgaW4gc2FsZW0gdGFtaWwgbmFkdZIBGGV2ZW50X21hbmFnZW1lbnRfY29tcGFueZoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyczVUV016WkhKV2JVbzBXak5zVG1JeFRsSmpXR1JzV2tWamQxUkdSUkFC4AEA-gEECAAQRw!16s%2Fg%2F11q3y7d6pt?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:08,
NSK Catering Service Private Limited,catering service,Tirunelveli,"Vaalan Complex, 11H/7, Ambai Rd, near Bharat Petroleum, Veeramanikapuram, Melapalayam, Tirunelveli, Tamil Nadu 627005",098430 16163,https://nskcateringservices.com/,4.7,,"https://www.google.com/maps/place/NSK+Catering+Service+Private+Limited/@8.6995528,77.6434517,13z/data=!4m10!1m2!2m1!1scatering+service+in+Tirunelveli,+Tamil+Nadu!3m6!1s0x3b041249c7700969:0xb576e7298912d826!8m2!3d8.6995528!4d77.7155495!15sCitjYXRlcmluZyBzZXJ2aWNlIGluIFRpcnVuZWx2ZWxpLCBUYW1pbCBOYWR1WiwiKmNhdGVyaW5nIHNlcnZpY2UgaW4gdGlydW5lbHZlbGkgdGFtaWwgbmFkdZIBEGNhdGVyaW5nX3NlcnZpY2WaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTXpaemRmVTNGUlJSQULgAQD6AQQIVBA2!16s%2Fg%2F11c2pmqbq1?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:08,
Royal Catering Groups,catering service,Tirunelveli,"6th Cross Street, Hameempuram, Melapalayam, Tirunelveli, Tamil Nadu 627005",095008 03778,,4.9,,"https://www.google.com/maps/place/Royal+Catering+Groups/@8.6995528,77.6434517,13z/data=!4m10!1m2!2m1!1scatering+service+in+Tirunelveli,+Tamil+Nadu!3m6!1s0x3b04124405f51aed:0x8fd2df6d0c3b65bf!8m2!3d8.6927711!4d77.7127268!15sCitjYXRlcmluZyBzZXJ2aWNlIGluIFRpcnVuZWx2ZWxpLCBUYW1pbCBOYWR1WiwiKmNhdGVyaW5nIHNlcnZpY2UgaW4gdGlydW5lbHZlbGkgdGFtaWwgbmFkdZIBDWZvb2RfcHJvZHVjZXKaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjEwZDFkVlZuQmFhMHB1VW0weFptSjZWbEJXU0hCRlZVUkNNMkZJWXhBQuABAPoBBAgXEDI!16s%2Fg%2F11c2nhn40l?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:08,
S Arunachalam Pillai Catering Service,catering service,Tirunelveli,"S Bazaar, Palayamkottai, Tirunelveli, Tamil Nadu 627002",099941 24350,http://www.sapcatering.com/,4.3,,"https://www.google.com/maps/place/S+Arunachalam+Pillai+Catering+Service/@8.6995528,77.6434517,13z/data=!4m10!1m2!2m1!1scatering+service+in+Tirunelveli,+Tamil+Nadu!3m6!1s0x3b0412022268cbd9:0x81a78bf7ad97d62b!8m2!3d8.7226559!4d77.7386711!15sCitjYXRlcmluZyBzZXJ2aWNlIGluIFRpcnVuZWx2ZWxpLCBUYW1pbCBOYWR1WiwiKmNhdGVyaW5nIHNlcnZpY2UgaW4gdGlydW5lbHZlbGkgdGFtaWwgbmFkdZIBEGNhdGVyaW5nX3NlcnZpY2WaASNDaFpEU1VoTk1HOW5TMFZMYlZjdFpGTjVhMHhFUjFKQkVBReABAPoBBAhxEDg!16s%2Fg%2F1262w4ms4?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:08,
Ubaith's NSK Caterers - Private Limited Company,catering service,Tirunelveli,"near Muslim School, Melapalayam, Tirunelveli, Tamil Nadu 627005",093667 20060,https://www.instagram.com/ubaithsnskcaterers/#,4.6,,"https://www.google.com/maps/place/Ubaith's+NSK+Caterers+-+Private+Limited+Company/@8.6995528,77.6434517,13z/data=!4m10!1m2!2m1!1scatering+service+in+Tirunelveli,+Tamil+Nadu!3m6!1s0x3b0413052857d0c9:0x17c4cdd243af5d5c!8m2!3d8.7056734!4d77.7131158!15sCitjYXRlcmluZyBzZXJ2aWNlIGluIFRpcnVuZWx2ZWxpLCBUYW1pbCBOYWR1WiwiKmNhdGVyaW5nIHNlcnZpY2UgaW4gdGlydW5lbHZlbGkgdGFtaWwgbmFkdZIBIGNhdGVyaW5nX2Zvb2RfYW5kX2RyaW5rX3N1cHBsaWVzmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDI1bk1tRnBNVmRsYms1RVZWaE9OazlGVG14amJFVXhZak5zYldWWFl4QULgAQD6AQQIFRA5!16s%2Fg%2F11h3mv_zdq?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:08,
Kathiravancatering,catering service,Tirunelveli,"Annai Hajira College Rd, near Abdul Kader Marghus, Melapalayam, Tirunelveli, Tamil Nadu 627005",097913 56137,https://instagram.com/kathiravan_catering_service?igshid=OGQ5ZDc2ODk2ZA==,5.0,,"https://www.google.com/maps/place/Kathiravancatering/@8.6995528,77.6434517,13z/data=!4m10!1m2!2m1!1scatering+service+in+Tirunelveli,+Tamil+Nadu!3m6!1s0x3b041303226862b7:0x98fa82101757a91f!8m2!3d8.6925516!4d77.7121705!15sCitjYXRlcmluZyBzZXJ2aWNlIGluIFRpcnVuZWx2ZWxpLCBUYW1pbCBOYWR1WiwiKmNhdGVyaW5nIHNlcnZpY2UgaW4gdGlydW5lbHZlbGkgdGFtaWwgbmFkdZIBIGNhdGVyaW5nX2Zvb2RfYW5kX2RyaW5rX3N1cHBsaWVzmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJhTUdJM1dVMUJFQUXgAQD6AQUIgAEQPA!16s%2Fg%2F11vf6g_vp5?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:08,
Deen Catering Service,catering service,Tirunelveli,"05, Mohamed, Mohammed Ali St, Tirunelveli Town, Tirunelveli, Tamil Nadu 627006",099423 71339,https://wa.me/c/919942371339,4.6,,"https://www.google.com/maps/place/Deen+Catering+Service/@8.7273907,77.6078628,13z/data=!4m10!1m2!2m1!1scatering+service+in+Tirunelveli,+Tamil+Nadu!3m6!1s0x3b0411612dbdd0a3:0xc8c1119db8df1fb6!8m2!3d8.7273907!4d77.6799606!15sCitjYXRlcmluZyBzZXJ2aWNlIGluIFRpcnVuZWx2ZWxpLCBUYW1pbCBOYWR1WiwiKmNhdGVyaW5nIHNlcnZpY2UgaW4gdGlydW5lbHZlbGkgdGFtaWwgbmFkdZIBEGNhdGVyaW5nX3NlcnZpY2WaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUndla3AyWVZCbkVBReABAPoBBAgAECU!16s%2Fg%2F11ggpjnd71?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:08,
Sri Arunachala Catering Palaya Pettai,catering service,Tirunelveli,"No.11/18, Kurukkuthurai road, Thirunagar, Tirunelveli Town, Tirunelveli, Tamil Nadu 627001",099764 65124,,5.0,,"https://www.google.com/maps/place/Sri+Arunachala+Catering+Palaya+Pettai/@8.7273907,77.6078628,13z/data=!4m10!1m2!2m1!1scatering+service+in+Tirunelveli,+Tamil+Nadu!3m6!1s0x3b0413e1cbcc65b3:0xcb69a6ba6ba02c56!8m2!3d8.7228032!4d77.6921583!15sCitjYXRlcmluZyBzZXJ2aWNlIGluIFRpcnVuZWx2ZWxpLCBUYW1pbCBOYWR1WiwiKmNhdGVyaW5nIHNlcnZpY2UgaW4gdGlydW5lbHZlbGkgdGFtaWwgbmFkdZIBEGNhdGVyaW5nX3NlcnZpY2WaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTnRNVFZUYWxsQkVBReABAPoBBAgAEEU!16s%2Fg%2F11pv26clxb?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:08,
Sri Madhuram Catering Services,catering service,Tirunelveli,"M265A, Tnhb colony, Anbunagar, Tirunelveli, Tamil Nadu 627011",094422 04708,https://srimadhuramcatering.com/,4.2,,"https://www.google.com/maps/place/Sri+Madhuram+Catering+Services/@8.700664,77.6817646,13z/data=!4m10!1m2!2m1!1scatering+service+in+Tirunelveli,+Tamil+Nadu!3m6!1s0x3b040da9a7109451:0xdf4fb62c0f2c8aeb!8m2!3d8.700664!4d77.7538624!15sCitjYXRlcmluZyBzZXJ2aWNlIGluIFRpcnVuZWx2ZWxpLCBUYW1pbCBOYWR1WiwiKmNhdGVyaW5nIHNlcnZpY2UgaW4gdGlydW5lbHZlbGkgdGFtaWwgbmFkdZIBEGNhdGVyaW5nX3NlcnZpY2WaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTkVOR1ZEZFVGUkVBReABAPoBBQijARBF!16s%2Fg%2F11h1_0fy3_?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:08,
Malligai Catering Service,catering service,Tirunelveli,"12b, St Pauls Rd, Palayamkottai, Tirunelveli, Tamil Nadu 627002",097897 14945,,4.4,,"https://www.google.com/maps/place/Malligai+Catering+Service/@8.7379435,77.6492913,13z/data=!4m10!1m2!2m1!1scatering+service+in+Tirunelveli,+Tamil+Nadu!3m6!1s0x3b04137e9f83fce7:0x6a16557b0af3e054!8m2!3d8.7104214!4d77.7383166!15sCitjYXRlcmluZyBzZXJ2aWNlIGluIFRpcnVuZWx2ZWxpLCBUYW1pbCBOYWR1WiwiKmNhdGVyaW5nIHNlcnZpY2UgaW4gdGlydW5lbHZlbGkgdGFtaWwgbmFkdZIBEGNhdGVyaW5nX3NlcnZpY2WaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTmFiMWszVkVsUkVBReABAPoBBAgAECI!16s%2Fg%2F11jd_5tcxk?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:08,
Samson Kitchen | Best event management team in Tirunelveli,catering service,Tirunelveli,"Roche Complex, Bus Stand, 1-c, High Ground Rd, opp. Palayam, Palayamkottai, Tirunelveli, Tamil Nadu 627002",,,5.0,,"https://www.google.com/maps/place/Samson+Kitchen+%7C+Best+event+management+team+in+Tirunelveli/@8.7379435,77.6492913,13z/data=!4m10!1m2!2m1!1scatering+service+in+Tirunelveli,+Tamil+Nadu!3m6!1s0x3b04121caef57e93:0xc229f3e9404836ca!8m2!3d8.7190571!4d77.7333056!15sCitjYXRlcmluZyBzZXJ2aWNlIGluIFRpcnVuZWx2ZWxpLCBUYW1pbCBOYWR1WiwiKmNhdGVyaW5nIHNlcnZpY2UgaW4gdGlydW5lbHZlbGkgdGFtaWwgbmFkdZIBEGNhdGVyaW5nX3NlcnZpY2WaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnM1U2xsVVZqWk5TR2hHWkdwa1VXTlhjSGhoUldnMlpEQlNhR1ZyUlJBQuABAPoBBAgpEDE!16s%2Fg%2F11xrkw22xm?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:08,
"Sri Mass A/C Hall, Sri Mass Catering",catering service,Tirunelveli,"Kitchen:44, Rahmath Nagar, Palayamkottai, Tirunelveli, Tamil Nadu 627011",090808 47346,,4.1,,"https://www.google.com/maps/place/Sri+Mass+A%2FC+Hall,+Sri+Mass+Catering/@8.7207937,77.6600682,13z/data=!4m10!1m2!2m1!1scatering+service+in+Tirunelveli,+Tamil+Nadu!3m6!1s0x3b040d199fb2b77f:0x206ce13ea8bbf06!8m2!3d8.7190644!4d77.7646838!15sCitjYXRlcmluZyBzZXJ2aWNlIGluIFRpcnVuZWx2ZWxpLCBUYW1pbCBOYWR1WiwiKmNhdGVyaW5nIHNlcnZpY2UgaW4gdGlydW5lbHZlbGkgdGFtaWwgbmFkdZIBIGNhdGVyaW5nX2Zvb2RfYW5kX2RyaW5rX3N1cHBsaWVzmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJDY3pkaFRYbDNSUkFC4AEA-gEECB8QQg!16s%2Fg%2F11nfrrgh50?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-10 04:09,
